TransactionID,Products
TRAN14628,Frozen Vegetables
TRAN14629,Newspapers
TRAN14630,Sugar
TRAN14630,Coffee
TRAN14630,Rolls/Buns
TRAN14630,Condensed Milk
TRAN14631,Pip Fruit
TRAN14632,Coffee
TRAN14633,Whole Milk
TRAN14633,Butter Milk
TRAN14633,Root Vegetables
TRAN14633,Rolls/Buns
TRAN14633,Yogurt
TRAN14633,Pastry
TRAN14633,Sausage
TRAN14634,Photo/Film
TRAN14634,Whole Milk
TRAN14635,Margarine
TRAN14635,Frankfurter
TRAN14635,Sausage
TRAN14635,Pip Fruit
TRAN14635,Citrus Fruit
TRAN14636,Canned Beer
TRAN14637,Dishes
TRAN14637,Butter
TRAN14637,Whole Milk
TRAN14637,Yogurt
TRAN14637,Beverages
TRAN14638,Rolls/Buns
TRAN14638,Soda
TRAN14639,Rolls/Buns
TRAN14639,Pip Fruit
TRAN14640,Canned Beer
TRAN14641,Grapes
TRAN14641,Cat Food
TRAN14641,Citrus Fruit
TRAN14641,Jam
TRAN14641,Root Vegetables
TRAN14641,Pip Fruit
TRAN14641,Tropical Fruit
TRAN14641,Rolls/Buns
TRAN14641,Other Vegetables
TRAN14641,Pastry
TRAN14642,Newspapers
TRAN14642,Spread Cheese
TRAN14642,Soda
TRAN14642,Yogurt
TRAN14642,Bottled Water
TRAN14642,Cream Cheese 
TRAN14642,Butter
TRAN14642,Rolls/Buns
TRAN14642,Fruit/Vegetable Juice
TRAN14643,Tropical Fruit
TRAN14643,Brown Bread
TRAN14644,Citrus Fruit
TRAN14644,Dessert
TRAN14644,Photo/Film
TRAN14645,Pip Fruit
TRAN14645,Citrus Fruit
TRAN14645,Margarine
TRAN14645,Whole Milk
TRAN14646,Rolls/Buns
TRAN14646,Fruit/Vegetable Juice
TRAN14646,Butter
TRAN14646,Canned Fruit
TRAN14646,Frozen Meals
TRAN14646,Long Life Bakery Product
TRAN14646,Sliced Cheese
TRAN14646,Brown Bread
TRAN14647,Photo/Film
TRAN14647,Seasonal Products
TRAN14648,Brown Bread
TRAN14649,Newspapers
TRAN14650,Whole Milk
TRAN14650,Tropical Fruit
TRAN14650,Pip Fruit
TRAN14650,Pastry
TRAN14650,Yogurt
TRAN14650,Cereals
TRAN14650,Curd
TRAN14650,Brown Bread
TRAN14651,Rolls/Buns
TRAN14651,Soda
TRAN14651,Bottled Water
TRAN14652,Sausage
TRAN14652,Mustard
TRAN14652,Soda
TRAN14652,Rolls/Buns
TRAN14653,Sausage
TRAN14653,Liquor (Appetizer)
TRAN14654,Whole Milk
TRAN14654,Yogurt
TRAN14655,Pip Fruit
TRAN14655,Hygiene Articles
TRAN14655,Pastry
TRAN14655,Beverages
TRAN14656,Bottled Water
TRAN14656,Yogurt
TRAN14657,Rolls/Buns
TRAN14657,Cream Cheese 
TRAN14657,Yogurt
TRAN14658,Margarine
TRAN14658,Domestic Eggs
TRAN14658,Sausage
TRAN14658,Soda
TRAN14658,Butter
TRAN14658,Citrus Fruit
TRAN14658,Rolls/Buns
TRAN14659,Citrus Fruit
TRAN14659,Yogurt
TRAN14659,Hygiene Articles
TRAN14660,Coffee
TRAN14660,Cling Film/Bags
TRAN14660,Uht-Milk
TRAN14660,Condensed Milk
TRAN14661,Sausage
TRAN14661,Long Life Bakery Product
TRAN14662,Sugar
TRAN14662,Canned Beer
TRAN14662,Margarine
TRAN14662,Whole Milk
TRAN14662,Brown Bread
TRAN14662,Pastry
TRAN14662,Soda
TRAN14662,Pasta
TRAN14663,Waffles
TRAN14663,Whole Milk
TRAN14663,Other Vegetables
TRAN14663,Mayonnaise
TRAN14663,Citrus Fruit
TRAN14663,Rolls/Buns
TRAN14664,Pip Fruit
TRAN14664,Pudding Powder
TRAN14664,Citrus Fruit
TRAN14664,Whole Milk
TRAN14664,Pork
TRAN14664,Other Vegetables
TRAN14665,Pip Fruit
TRAN14665,Cream Cheese 
TRAN14665,Cookware
TRAN14666,Canned Beer
TRAN14667,Canned Beer
TRAN14667,Newspapers
TRAN14668,Dog Food
TRAN14669,Salty Snack
TRAN14670,Pet Care
TRAN14670,Whipped/Sour Cream
TRAN14670,Oil
TRAN14670,Root Vegetables
TRAN14671,Whole Milk
TRAN14671,Coffee
TRAN14671,Fruit/Vegetable Juice
TRAN14671,Meat
TRAN14671,Sugar
TRAN14671,Rolls/Buns
TRAN14671,Other Vegetables
TRAN14671,Bottled Water
TRAN14672,Rolls/Buns
TRAN14672,Brown Bread
TRAN14672,Whole Milk
TRAN14672,Bottled Beer
TRAN14672,Bottled Water
TRAN14673,Rolls/Buns
TRAN14674,Pasta
TRAN14674,Root Vegetables
TRAN14674,Pork
TRAN14675,Other Vegetables
TRAN14675,Cake Bar
TRAN14676,Whole Milk
TRAN14676,Shopping Bags
TRAN14677,Soda
TRAN14677,Bottled Water
TRAN14678,Bottled Beer
TRAN14678,Margarine
TRAN14678,Other Vegetables
TRAN14678,Citrus Fruit
TRAN14678,Frozen Vegetables
TRAN14678,Hygiene Articles
TRAN14678,Whipped/Sour Cream
TRAN14678,Sausage
TRAN14679,Yogurt
TRAN14679,Domestic Eggs
TRAN14679,Whole Milk
TRAN14679,Cling Film/Bags
TRAN14679,Rolls/Buns
TRAN14679,Oil
TRAN14679,Curd
TRAN14679,House Keeping Products
TRAN14679,Misc. Beverages
TRAN14679,Hard Cheese
TRAN14679,White Bread
TRAN14679,Beef
TRAN14680,Whole Milk
TRAN14680,Turkey
TRAN14680,Dessert
TRAN14680,Yogurt
TRAN14680,Processed Cheese
TRAN14680,Bottled Beer
TRAN14680,Organic Sausage
TRAN14680,Root Vegetables
TRAN14680,Waffles
TRAN14680,Candy
TRAN14680,Sauces
TRAN14680,White Bread
TRAN14680,Tropical Fruit
TRAN14680,Butter Milk
TRAN14680,Pip Fruit
TRAN14680,Cream Cheese 
TRAN14680,Other Vegetables
TRAN14681,Canned Fruit
TRAN14681,Frozen Meals
TRAN14682,Mustard
TRAN14683,Yogurt
TRAN14684,Pip Fruit
TRAN14684,Processed Cheese
TRAN14684,Rolls/Buns
TRAN14684,Candy
TRAN14684,Semi-Finished Bread
TRAN14684,Domestic Eggs
TRAN14684,Brown Bread
TRAN14684,Meat
TRAN14684,Dessert
TRAN14684,Pastry
TRAN14684,White Bread
TRAN14684,Cookware
TRAN14685,Rolls/Buns
TRAN14685,Tropical Fruit
TRAN14685,Domestic Eggs
TRAN14685,Soft Cheese
TRAN14685,Root Vegetables
TRAN14685,Other Vegetables
TRAN14685,Margarine
TRAN14685,Bottled Water
TRAN14685,Yogurt
TRAN14685,Mustard
TRAN14685,Whole Milk
TRAN14686,Yogurt
TRAN14686,Pip Fruit
TRAN14687,Shopping Bags
TRAN14687,Rolls/Buns
TRAN14688,Root Vegetables
TRAN14689,Whipped/Sour Cream
TRAN14689,Berries
TRAN14689,Coffee
TRAN14689,Rolls/Buns
TRAN14689,Soda
TRAN14689,Long Life Bakery Product
TRAN14689,Pickled Vegetables
TRAN14689,Tropical Fruit
TRAN14690,Bottled Water
TRAN14690,Pastry
TRAN14690,Whipped/Sour Cream
TRAN14691,Yogurt
TRAN14691,Citrus Fruit
TRAN14691,Sausage
TRAN14691,White Bread
TRAN14691,Whole Milk
TRAN14691,Hamburger Meat
TRAN14692,Rolls/Buns
TRAN14692,Shopping Bags
TRAN14692,Liquor
TRAN14692,Sausage
TRAN14692,Soda
TRAN14692,Frankfurter
TRAN14693,Meat
TRAN14693,Whipped/Sour Cream
TRAN14693,Root Vegetables
TRAN14693,Other Vegetables
TRAN14693,Ice Cream
TRAN14693,Frozen Meals
TRAN14694,Whole Milk
TRAN14694,Canned Beer
TRAN14695,Chicken
TRAN14695,Whipped/Sour Cream
TRAN14695,Pork
TRAN14695,Coffee
TRAN14695,Tropical Fruit
TRAN14695,Soda
TRAN14695,Shopping Bags
TRAN14695,Oil
TRAN14696,Long Life Bakery Product
TRAN14696,House Keeping Products
TRAN14697,Hygiene Articles
TRAN14697,Cream Cheese 
TRAN14697,Canned Beer
TRAN14697,Waffles
TRAN14697,Candles
TRAN14697,Oil
TRAN14698,Newspapers
TRAN14698,Brown Bread
TRAN14698,Whole Milk
TRAN14698,Bottled Beer
TRAN14699,Margarine
TRAN14699,Citrus Fruit
TRAN14699,Onions
TRAN14699,Napkins
TRAN14699,Bottled Beer
TRAN14699,Beverages
TRAN14700,Pastry
TRAN14700,Tropical Fruit
TRAN14700,Brown Bread
TRAN14701,Sausage
TRAN14701,Mustard
TRAN14701,Seasonal Products
TRAN14701,Napkins
TRAN14701,Dishes
TRAN14701,Specialty Fat
TRAN14701,Hard Cheese
TRAN14701,Long Life Bakery Product
TRAN14701,Rolls/Buns
TRAN14702,Coffee
TRAN14702,Whole Milk
TRAN14703,Soups
TRAN14704,Oil
TRAN14704,Whole Milk
TRAN14704,Citrus Fruit
TRAN14704,Pip Fruit
TRAN14704,Root Vegetables
TRAN14705,Frozen Vegetables
TRAN14705,Root Vegetables
TRAN14705,Rolls/Buns
TRAN14705,Beef
TRAN14705,Ice Cream
TRAN14705,Other Vegetables
TRAN14705,Sugar
TRAN14706,Canned Beer
TRAN14707,Tropical Fruit
TRAN14708,Beverages
TRAN14708,Pot Plants
TRAN14708,Sweet Spreads
TRAN14708,Sauces
TRAN14709,Canned Beer
TRAN14710,Other Vegetables
TRAN14710,Root Vegetables
TRAN14710,Pork
TRAN14710,Tropical Fruit
TRAN14710,Meat
TRAN14711,Cream Cheese 
TRAN14711,Rolls/Buns
TRAN14712,Meat
TRAN14712,Whole Milk
TRAN14712,Shopping Bags
TRAN14712,Rolls/Buns
TRAN14712,Other Vegetables
TRAN14713,Bottled Beer
TRAN14713,Tropical Fruit
TRAN14713,Sausage
TRAN14713,Curd
TRAN14713,Pip Fruit
TRAN14713,Beverages
TRAN14714,Pickled Vegetables
TRAN14714,Mustard
TRAN14714,Root Vegetables
TRAN14714,Frankfurter
TRAN14714,Sausage
TRAN14714,Salty Snack
TRAN14714,Tropical Fruit
TRAN14714,Whole Milk
TRAN14714,Frozen Vegetables
TRAN14714,Sliced Cheese
TRAN14715,Bottled Beer
TRAN14715,Uht-Milk
TRAN14715,Sausage
TRAN14715,Kitchen Towels
TRAN14716,Butter
TRAN14716,Sugar
TRAN14716,Bottled Beer
TRAN14716,Whole Milk
TRAN14717,Domestic Eggs
TRAN14717,Sliced Cheese
TRAN14717,Whole Milk
TRAN14717,Soft Cheese
TRAN14717,Rolls/Buns
TRAN14718,Frozen Vegetables
TRAN14718,Frozen Meals
TRAN14719,Flower (Seeds)
TRAN14719,Yogurt
TRAN14719,Root Vegetables
TRAN14719,Other Vegetables
TRAN14720,Pasta
TRAN14720,Whole Milk
TRAN14720,Other Vegetables
TRAN14720,Yogurt
TRAN14720,Oil
TRAN14720,Pip Fruit
TRAN14721,Bottled Water
TRAN14722,Soda
TRAN14723,Frozen Vegetables
TRAN14723,Detergent
TRAN14723,Softener
TRAN14723,Margarine
TRAN14723,Chicken
TRAN14723,Other Vegetables
TRAN14723,Liver Loaf
TRAN14724,Sweet Spreads
TRAN14724,Cake Bar
TRAN14724,Whole Milk
TRAN14724,Pip Fruit
TRAN14724,Cream Cheese 
TRAN14724,Napkins
TRAN14724,Long Life Bakery Product
TRAN14724,Citrus Fruit
TRAN14725,Dish Cleaner
TRAN14726,Citrus Fruit
TRAN14726,Curd
TRAN14726,Uht-Milk
TRAN14727,Whole Milk
TRAN14727,Ham
TRAN14727,Rolls/Buns
TRAN14728,Bathroom Cleaner
TRAN14728,Soda
TRAN14728,Hamburger Meat
TRAN14728,Margarine
TRAN14729,Pork
TRAN14729,Frozen Potato Products
TRAN14729,Oil
TRAN14729,Other Vegetables
TRAN14729,Whole Milk
TRAN14729,Flour
TRAN14730,Rum
TRAN14730,Nuts/Prunes
TRAN14730,Other Vegetables
TRAN14731,Canned Beer
TRAN14732,Sausage
TRAN14732,Rolls/Buns
TRAN14733,Rolls/Buns
TRAN14733,Canned Beer
TRAN14734,Soda
TRAN14734,Specialty Chocolate
TRAN14734,Sausage
TRAN14735,Instant Food Products
TRAN14735,Rolls/Buns
TRAN14736,Bottled Water
TRAN14736,Frozen Vegetables
TRAN14737,Fruit/Vegetable Juice
TRAN14737,Whole Milk
TRAN14737,Newspapers
TRAN14737,White Bread
TRAN14737,Pip Fruit
TRAN14737,Margarine
TRAN14737,Brown Bread
TRAN14737,Sweet Spreads
TRAN14738,Fruit/Vegetable Juice
TRAN14738,Whole Milk
TRAN14739,Whipped/Sour Cream
TRAN14739,Rolls/Buns
TRAN14739,Specialty Cheese
TRAN14739,Napkins
TRAN14739,Other Vegetables
TRAN14739,Frankfurter
TRAN14739,Hygiene Articles
TRAN14739,Domestic Eggs
TRAN14740,Soft Cheese
TRAN14740,Other Vegetables
TRAN14741,Newspapers
TRAN14741,White Bread
TRAN14741,Bottled Beer
TRAN14742,Citrus Fruit
TRAN14743,Rolls/Buns
TRAN14743,Whole Milk
TRAN14743,Chewing Gum
TRAN14744,Butter
TRAN14744,Margarine
TRAN14744,Shopping Bags
TRAN14744,Cream Cheese 
TRAN14744,Domestic Eggs
TRAN14744,Berries
TRAN14744,Sausage
TRAN14744,Frankfurter
TRAN14744,Yogurt
TRAN14744,Whipped/Sour Cream
TRAN14745,Chocolate
TRAN14745,Beverages
TRAN14746,Red/Blush Wine
TRAN14747,Soda
TRAN14748,Sausage
TRAN14748,Pastry
TRAN14748,Cat Food
TRAN14748,Yogurt
TRAN14749,Finished Products
TRAN14749,Candy
TRAN14750,Specialty Chocolate
TRAN14750,Bottled Beer
TRAN14750,Pastry
TRAN14750,Chocolate
TRAN14750,Oil
TRAN14751,Photo/Film
TRAN14751,Specialty Chocolate
TRAN14752,Liquor
TRAN14752,Root Vegetables
TRAN14752,Newspapers
TRAN14752,Detergent
TRAN14752,Pip Fruit
TRAN14752,Tropical Fruit
TRAN14752,Dishes
TRAN14753,White Wine
TRAN14753,Bottled Beer
TRAN14754,Napkins
TRAN14754,Skin Care
TRAN14755,Rolls/Buns
TRAN14755,Condensed Milk
TRAN14756,Canned Beer
TRAN14756,Root Vegetables
TRAN14757,Pip Fruit
TRAN14757,Whole Milk
TRAN14757,Canned Fish
TRAN14757,Ready Soups
TRAN14757,Soda
TRAN14758,Bottled Beer
TRAN14758,Soups
TRAN14758,Other Vegetables
TRAN14758,Root Vegetables
TRAN14758,Whole Milk
TRAN14759,Cake Bar
TRAN14759,Domestic Eggs
TRAN14759,Frozen Vegetables
TRAN14759,Rolls/Buns
TRAN14759,Sausage
TRAN14759,Whole Milk
TRAN14759,Fruit/Vegetable Juice
TRAN14759,Frozen Meals
TRAN14760,Bottled Beer
TRAN14761,Detergent
TRAN14761,Canned Beer
TRAN14761,Softener
TRAN14761,Brown Bread
TRAN14762,Instant Food Products
TRAN14762,Hard Cheese
TRAN14763,Soda
TRAN14764,Red/Blush Wine
TRAN14764,Bottled Beer
TRAN14764,Liquor
TRAN14764,Soda
TRAN14764,Napkins
TRAN14765,Whole Milk
TRAN14765,Cat Food
TRAN14765,Butter
TRAN14766,Frankfurter
TRAN14766,Rolls/Buns
TRAN14767,Shopping Bags
TRAN14767,Tropical Fruit
TRAN14767,Sugar
TRAN14767,Pip Fruit
TRAN14767,Napkins
TRAN14767,Cling Film/Bags
TRAN14768,Onions
TRAN14768,Flower (Seeds)
TRAN14768,Liver Loaf
TRAN14768,Cream Cheese 
TRAN14768,Soda
TRAN14768,Root Vegetables
TRAN14768,Uht-Milk
TRAN14769,Yogurt
TRAN14769,Fruit/Vegetable Juice
TRAN14770,Long Life Bakery Product
TRAN14770,Soda
TRAN14771,Yogurt
TRAN14771,Other Vegetables
TRAN14771,Baking Powder
TRAN14771,Brandy
TRAN14771,Shopping Bags
TRAN14771,Root Vegetables
TRAN14772,Whipped/Sour Cream
TRAN14772,Butter
TRAN14772,Hard Cheese
TRAN14772,Specialty Bar
TRAN14772,Yogurt
TRAN14772,Bottled Beer
TRAN14772,Instant Food Products
TRAN14772,Soda
TRAN14772,Hamburger Meat
TRAN14772,Tea
TRAN14772,Tropical Fruit
TRAN14772,Other Vegetables
TRAN14772,White Bread
TRAN14772,Whole Milk
TRAN14773,Butter Milk
TRAN14773,Pip Fruit
TRAN14773,Soda
TRAN14774,Bottled Beer
TRAN14775,Soda
TRAN14775,Pip Fruit
TRAN14775,Chewing Gum
TRAN14776,Dog Food
TRAN14776,Butter
TRAN14776,Rolls/Buns
TRAN14776,Shopping Bags
TRAN14776,Tropical Fruit
TRAN14776,Canned Fish
TRAN14777,Waffles
TRAN14777,Dessert
TRAN14778,Rolls/Buns
TRAN14778,Whole Milk
TRAN14778,Newspapers
TRAN14778,Pastry
TRAN14779,Root Vegetables
TRAN14779,Liver Loaf
TRAN14779,Whole Milk
TRAN14779,Frozen Vegetables
TRAN14779,Margarine
TRAN14779,Other Vegetables
TRAN14780,Salt
TRAN14780,Whole Milk
TRAN14780,Frankfurter
TRAN14780,Rolls/Buns
TRAN14781,Dessert
TRAN14782,Instant Food Products
TRAN14782,Canned Fish
TRAN14782,Frozen Fish
TRAN14782,Dishes
TRAN14782,Honey
TRAN14782,Whole Milk
TRAN14782,Other Vegetables
TRAN14782,Root Vegetables
TRAN14783,Shopping Bags
TRAN14783,Waffles
TRAN14783,Kitchen Towels
TRAN14783,Instant Coffee
TRAN14783,Cream Cheese 
TRAN14783,Salty Snack
TRAN14784,Canned Beer
TRAN14785,Pastry
TRAN14785,Whole Milk
TRAN14786,Rolls/Buns
TRAN14786,Dishes
TRAN14787,Canned Beer
TRAN14788,Sausage
TRAN14788,Yogurt
TRAN14788,Rolls/Buns
TRAN14789,Canned Beer
TRAN14790,Liquor
TRAN14791,Yogurt
TRAN14792,Chocolate
TRAN14792,Canned Vegetables
TRAN14792,Soups
TRAN14793,Chocolate
TRAN14793,Rolls/Buns
TRAN14793,Yogurt
TRAN14793,Roll Products 
TRAN14793,Cream Cheese 
TRAN14793,Whole Milk
TRAN14794,Sausage
TRAN14794,Soda
TRAN14794,Shopping Bags
TRAN14794,Pickled Vegetables
TRAN14794,Skin Care
TRAN14795,Sugar
TRAN14795,Pastry
TRAN14795,Rolls/Buns
TRAN14796,Chocolate Marshmallow
TRAN14796,Pork
TRAN14796,Margarine
TRAN14796,Pasta
TRAN14796,Pip Fruit
TRAN14796,Frozen Vegetables
TRAN14796,Detergent
TRAN14796,Softener
TRAN14796,Packaged Fruit/Vegetables
TRAN14796,Dessert
TRAN14797,Soda
TRAN14797,Curd
TRAN14797,Cake Bar
TRAN14798,Rolls/Buns
TRAN14798,Coffee
TRAN14799,Whole Milk
TRAN14799,Frankfurter
TRAN14799,Butter
TRAN14799,Dessert
TRAN14800,Bottled Water
TRAN14801,Soda
TRAN14802,Meat
TRAN14802,Fruit/Vegetable Juice
TRAN14802,Frozen Meals
TRAN14803,Yogurt
TRAN14803,Turkey
TRAN14803,Tropical Fruit
TRAN14803,Rolls/Buns
TRAN14804,Coffee
TRAN14805,Red/Blush Wine
TRAN14805,Rolls/Buns
TRAN14806,Citrus Fruit
TRAN14806,Specialty Fat
TRAN14807,Canned Beer
TRAN14808,Pastry
TRAN14809,Frozen Meals
TRAN14810,Frozen Vegetables
TRAN14810,Frozen Meals
TRAN14810,Whipped/Sour Cream
TRAN14811,Brown Bread
TRAN14811,Rolls/Buns
TRAN14812,Red/Blush Wine
TRAN14812,Soda
TRAN14812,Liquor
TRAN14812,Bottled Beer
TRAN14813,White Bread
TRAN14813,Newspapers
TRAN14813,Spread Cheese
TRAN14814,Curd
TRAN14814,Whole Milk
TRAN14814,House Keeping Products
TRAN14814,Newspapers
TRAN14814,Cling Film/Bags
TRAN14814,Misc. Beverages
TRAN14814,Chocolate Marshmallow
TRAN14814,Dessert
TRAN14815,Root Vegetables
TRAN14815,Soft Cheese
TRAN14816,Brown Bread
TRAN14816,Butter
TRAN14816,Frankfurter
TRAN14817,Liquor
TRAN14817,Bottled Beer
TRAN14818,Soda
TRAN14819,Soda
TRAN14819,Other Vegetables
TRAN14819,Sliced Cheese
TRAN14819,Oil
TRAN14819,Hard Cheese
TRAN14819,Fruit/Vegetable Juice
TRAN14819,Whole Milk
TRAN14819,Seasonal Products
TRAN14819,Dessert
TRAN14819,Coffee
TRAN14820,Yogurt
TRAN14820,Curd
TRAN14821,Pip Fruit
TRAN14821,Soda
TRAN14822,Photo/Film
TRAN14822,Instant Coffee
TRAN14823,Frankfurter
TRAN14824,Cat Food
TRAN14824,Cream Cheese 
TRAN14824,Beef
TRAN14824,Newspapers
TRAN14824,Yogurt
TRAN14824,Frozen Meals
TRAN14825,Curd
TRAN14825,Uht-Milk
TRAN14825,Bottled Water
TRAN14826,Soda
TRAN14826,Napkins
TRAN14826,Shopping Bags
TRAN14826,Sauces
TRAN14826,Curd
TRAN14826,Oil
TRAN14826,Whole Milk
TRAN14826,Dessert
TRAN14826,Cake Bar
TRAN14826,Rolls/Buns
TRAN14826,Spices
TRAN14826,Hamburger Meat
TRAN14827,Whole Milk
TRAN14827,Root Vegetables
TRAN14827,Brown Bread
TRAN14827,Citrus Fruit
TRAN14827,Onions
TRAN14828,Soda
TRAN14828,Rolls/Buns
TRAN14828,Chewing Gum
TRAN14829,Bottled Beer
TRAN14830,Tropical Fruit
TRAN14830,Pork
TRAN14831,Rubbing Alcohol
TRAN14831,Cream Cheese 
TRAN14831,Pastry
TRAN14831,Specialty Chocolate
TRAN14831,Ice Cream
TRAN14832,Pastry
TRAN14832,Whole Milk
TRAN14832,Tropical Fruit
TRAN14832,Pip Fruit
TRAN14833,Beverages
TRAN14834,Pastry
TRAN14834,Pork
TRAN14834,Brown Bread
TRAN14834,Root Vegetables
TRAN14835,Whole Milk
TRAN14835,Pork
TRAN14835,Sausage
TRAN14835,Pastry
TRAN14836,Canned Beer
TRAN14836,Dishes
TRAN14836,Yogurt
TRAN14837,Finished Products
TRAN14837,Soda
TRAN14837,Other Vegetables
TRAN14837,White Wine
TRAN14837,Brown Bread
TRAN14837,Meat
TRAN14837,Rolls/Buns
TRAN14838,Tropical Fruit
TRAN14838,Brown Bread
TRAN14838,Specialty Bar
TRAN14839,Cream
TRAN14839,Baby Cosmetics
TRAN14839,Hamburger Meat
TRAN14839,Other Vegetables
TRAN14839,Whole Milk
TRAN14839,Baking Powder
TRAN14839,Canned Beer
TRAN14839,Oil
TRAN14839,Sugar
TRAN14840,Chocolate
TRAN14840,Yogurt
TRAN14840,Rolls/Buns
TRAN14840,Other Vegetables
TRAN14840,Bottled Water
TRAN14840,Napkins
TRAN14840,Root Vegetables
TRAN14841,Whole Milk
TRAN14841,White Bread
TRAN14841,Rolls/Buns
TRAN14841,Photo/Film
TRAN14841,Fruit/Vegetable Juice
TRAN14841,Whipped/Sour Cream
TRAN14841,Popcorn
TRAN14841,Chicken
TRAN14842,Dessert
TRAN14842,Brown Bread
TRAN14843,Coffee
TRAN14844,Sugar
TRAN14844,Pip Fruit
TRAN14844,Coffee
TRAN14844,Long Life Bakery Product
TRAN14844,Bottled Water
TRAN14844,Condensed Milk
TRAN14845,Newspapers
TRAN14845,Other Vegetables
TRAN14845,Salt
TRAN14845,Male Cosmetics
TRAN14845,Sausage
TRAN14846,Other Vegetables
TRAN14846,Soda
TRAN14846,Yogurt
TRAN14846,Whole Milk
TRAN14846,Sausage
TRAN14847,White Bread
TRAN14847,Butter Milk
TRAN14847,Misc. Beverages
TRAN14847,Yogurt
TRAN14847,Pickled Vegetables
TRAN14847,Sweet Spreads
TRAN14847,Shopping Bags
TRAN14847,Long Life Bakery Product
TRAN14847,Soda
TRAN14847,Mustard
TRAN14847,Rolls/Buns
TRAN14847,Whole Milk
TRAN14847,Canned Fish
TRAN14847,Specialty Chocolate
TRAN14848,Citrus Fruit
TRAN14848,Misc. Beverages
TRAN14849,Bottled Water
TRAN14850,Pastry
TRAN14851,Newspapers
TRAN14851,Sausage
TRAN14851,Rolls/Buns
TRAN14851,Shopping Bags
TRAN14852,Soft Cheese
TRAN14852,Sausage
TRAN14852,Bottled Beer
TRAN14853,Syrup
TRAN14853,Rolls/Buns
TRAN14853,Whole Milk
TRAN14854,Whole Milk
TRAN14854,Specialty Cheese
TRAN14854,Yogurt
TRAN14854,Condensed Milk
TRAN14854,Liver Loaf
TRAN14854,White Bread
TRAN14855,Bottled Water
TRAN14856,Beef
TRAN14857,Pet Care
TRAN14857,Bottled Beer
TRAN14858,Bottled Water
TRAN14858,Meat
TRAN14858,Citrus Fruit
TRAN14858,Pip Fruit
TRAN14858,Root Vegetables
TRAN14859,Cookware
TRAN14860,Bottled Beer
TRAN14861,Whole Milk
TRAN14861,Processed Cheese
TRAN14861,Rolls/Buns
TRAN14861,Spread Cheese
TRAN14862,Frozen Meals
TRAN14862,White Bread
TRAN14862,Fruit/Vegetable Juice
TRAN14863,Napkins
TRAN14863,Dessert
TRAN14863,Yogurt
TRAN14863,Cat Food
TRAN14864,Soda
TRAN14864,Grapes
TRAN14864,Other Vegetables
TRAN14864,Canned Beer
TRAN14865,Sugar
TRAN14865,Coffee
TRAN14865,Soda
TRAN14865,Rolls/Buns
TRAN14866,Salty Snack
TRAN14866,Other Vegetables
TRAN14866,Pip Fruit
TRAN14866,Sausage
TRAN14866,Napkins
TRAN14866,Meat
TRAN14867,Beverages
TRAN14867,Sausage
TRAN14867,Rolls/Buns
TRAN14868,Napkins
TRAN14868,Butter
TRAN14869,Long Life Bakery Product
TRAN14869,Fruit/Vegetable Juice
TRAN14869,Chicken
TRAN14870,Whole Milk
TRAN14870,Rum
TRAN14870,Waffles
TRAN14870,Bottled Water
TRAN14871,Rolls/Buns
TRAN14872,Snack Products
TRAN14872,Soda
TRAN14872,Rolls/Buns
TRAN14873,Citrus Fruit
TRAN14873,Shopping Bags
TRAN14873,Berries
TRAN14873,Bottled Water
TRAN14873,Yogurt
TRAN14873,Soda
TRAN14873,Chocolate
TRAN14873,Specialty Bar
TRAN14873,Fruit/Vegetable Juice
TRAN14874,Coffee
TRAN14874,Rolls/Buns
TRAN14874,Pastry
TRAN14875,Pasta
TRAN14875,Sauces
TRAN14876,Sliced Cheese
TRAN14876,Sausage
TRAN14876,Soda
TRAN14876,Waffles
TRAN14876,Frozen Potato Products
TRAN14876,White Bread
TRAN14876,Pork
TRAN14877,Pip Fruit
TRAN14877,Packaged Fruit/Vegetables
TRAN14877,Coffee
TRAN14877,Tropical Fruit
TRAN14877,Grapes
TRAN14878,Chocolate
TRAN14878,Waffles
TRAN14878,Specialty Chocolate
TRAN14879,Baking Powder
TRAN14879,Waffles
TRAN14879,Tropical Fruit
TRAN14879,Candles
TRAN14879,Flower (Seeds)
TRAN14879,Specialty Bar
TRAN14879,Fruit/Vegetable Juice
TRAN14879,Citrus Fruit
TRAN14880,Specialty Chocolate
TRAN14880,Pasta
TRAN14880,Dishes
TRAN14881,Semi-Finished Bread
TRAN14881,Bottled Beer
TRAN14881,Liquor
TRAN14882,Spread Cheese
TRAN14882,White Wine
TRAN14882,Cat Food
TRAN14882,Domestic Eggs
TRAN14882,Beef
TRAN14882,Shopping Bags
TRAN14883,Whole Milk
TRAN14884,Candy
TRAN14885,Bottled Water
TRAN14886,Bottled Water
TRAN14886,Whole Milk
TRAN14886,Softener
TRAN14886,White Bread
TRAN14886,Pet Care
TRAN14887,Bottled Beer
TRAN14888,Frozen Dessert
TRAN14888,Yogurt
TRAN14889,Coffee
TRAN14889,Whole Milk
TRAN14889,Cooking Chocolate
TRAN14889,Newspapers
TRAN14890,Long Life Bakery Product
TRAN14890,Ham
TRAN14890,Hard Cheese
TRAN14890,Sausage
TRAN14890,Coffee
TRAN14890,Soda
TRAN14890,Chocolate
TRAN14890,Soft Cheese
TRAN14891,Uht-Milk
TRAN14891,Bottled Water
TRAN14891,Canned Vegetables
